order_id,line_no,product_id,quantity,unit_price,discount
ORD0078,160,PROD085,1,426554,0
ORD0079,161,PROD095,2,516935,0
ORD0079,162,PROD001,3,305640,0
ORD0080,163,PROD052,2,378729,0
ORD0080,164,PROD072,2,502195,0
ORD0081,165,PROD044,3,627007,0
ORD0082,166,PROD018,3,525077,78761
ORD0082,167,PROD077,2,248241,0
ORD0082,168,PROD015,2,141168,0
ORD0083,169,PROD046,2,241318,0
ORD0084,170,PROD074,3,590000,0
ORD0084,171,PROD050,3,686142,0
ORD0084,172,PROD021,3,422319,0
ORD0084,173,PROD013,1,653820,0
ORD0085,174,PROD061,2,331617,16580
ORD0085,175,PROD064,3,318346,31834
ORD0085,176,PROD086,1,405046,0
ORD0086,177,PROD008,3,402377,0
ORD0087,178,PROD059,3,538551,0
ORD0088,179,PROD035,2,573870,0
ORD0088,180,PROD028,3,380046,57006
ORD0088,181,PROD090,3,456834,0
ORD0089,182,PROD093,3,738180,0
ORD0090,183,PROD086,1,405046,0
ORD0090,184,PROD054,3,422914,0
ORD0091,185,PROD033,3,203669,0
ORD0092,186,PROD054,1,422914,0
ORD0093,187,PROD065,2,427073,0
ORD0093,188,PROD029,1,244617,0
ORD0094,189,PROD010,1,364274,0
ORD0094,190,PROD057,1,567185,85077
ORD0095,191,PROD088,1,207113,0
ORD0096,192,PROD071,1,556501,0
ORD0097,193,PROD044,3,627007,0
ORD0097,194,PROD030,1,403937,0
ORD0098,195,PROD011,2,601091,0
ORD0098,196,PROD014,2,213273,0
ORD0098,197,PROD013,1,653820,0
ORD0098,198,PROD098,2,349122,0
ORD0099,199,PROD072,3,502195,0
ORD0100,200,PROD093,1,738180,0
ORD0100,201,PROD078,3,559431,0
ORD0101,202,PROD085,1,426554,0
ORD0101,203,PROD032,3,214534,0
ORD0102,204,PROD091,1,514458,0
ORD0103,205,PROD020,1,596446,0
ORD0104,206,PROD099,2,476159,0
ORD0104,207,PROD044,1,627007,0
ORD0104,208,PROD070,2,187927,0
ORD0105,209,PROD089,1,628789,0
ORD0105,210,PROD005,3,551591,27579
ORD0106,211,PROD059,2,538551,0
ORD0107,212,PROD052,1,378729,0
ORD0107,213,PROD016,2,648858,0
ORD0108,214,PROD073,2,527992,0
ORD0109,215,PROD054,2,422914,0
ORD0109,216,PROD073,1,527992,0
ORD0110,217,PROD049,1,670612,33530
ORD0110,218,PROD090,3,456834,0
ORD0111,219,PROD058,2,642818,0
ORD0111,220,PROD061,1,331617,0
ORD0111,221,PROD022,3,643656,0
ORD0112,222,PROD077,1,248241,0
ORD0112,223,PROD015,3,141168,0
ORD0113,224,PROD090,3,456834,0
ORD0113,225,PROD049,2,670612,0
ORD0113,226,PROD025,3,159213,0
ORD0114,227,PROD008,1,402377,0
ORD0114,228,PROD007,3,743757,0
ORD0114,229,PROD095,3,516935,0
ORD0114,230,PROD075,2,336346,0
ORD0115,231,PROD059,1,538551,26927
ORD0116,232,PROD036,2,270818,0
ORD0116,233,PROD071,2,556501,0
ORD0117,234,PROD095,1,516935,0
ORD0118,235,PROD045,1,507706,0
ORD0118,236,PROD015,2,141168,0
ORD0118,237,PROD087,2,593122,0
ORD0119,238,PROD099,2,476159,0
ORD0120,239,PROD071,2,556501,0
ORD0120,240,PROD099,3,476159,0
ORD0121,241,PROD043,3,319565,0
ORD0122,242,PROD049,2,670612,0
ORD0122,243,PROD078,3,559431,0
ORD0123,244,PROD082,1,614446,0
ORD0123,245,PROD014,3,213273,0
ORD0123,246,PROD020,2,596446,0
ORD0124,247,PROD011,3,601091,0
ORD0124,248,PROD041,2,197248,0
ORD0124,249,PROD025,2,159213,0
ORD0125,250,PROD004,3,653272,0
ORD0125,251,PROD035,3,573870,0
ORD0125,252,PROD003,3,651941,97791
ORD0126,253,PROD008,2,402377,0
ORD0127,254,PROD031,2,580168,0
ORD0128,255,PROD096,3,507314,76097
ORD0129,256,PROD066,1,504106,0
ORD0129,257,PROD072,2,502195,0
ORD0129,258,PROD081,2,682892,0
ORD0130,259,PROD069,3,377548,0
ORD0131,260,PROD008,2,402377,0
ORD0131,261,PROD069,2,377548,18877
ORD0132,262,PROD041,3,197248,0
ORD0133,263,PROD067,2,301027,30102
ORD0134,264,PROD058,3,642818,32140
ORD0135,265,PROD087,2,593122,0
ORD0135,266,PROD007,1,743757,0
ORD0136,267,PROD078,2,559431,0
ORD0136,268,PROD015,1,141168,0
ORD0137,269,PROD060,2,394721,0
ORD0138,270,PROD002,2,669082,0
ORD0138,271,PROD003,1,651941,65194
ORD0138,272,PROD015,2,141168,0
ORD0139,273,PROD016,3,648858,0
ORD0140,274,PROD046,2,241318,0
ORD0140,275,PROD055,2,288974,0
ORD0140,276,PROD094,3,196724,29508
ORD0141,277,PROD065,2,427073,0
ORD0141,278,PROD014,1,213273,0
ORD0142,279,PROD067,2,301027,0
ORD0142,280,PROD014,2,213273,0
ORD0142,281,PROD024,3,512394,0
ORD0142,282,PROD093,2,738180,0
ORD0143,283,PROD078,3,559431,0
ORD0144,284,PROD070,3,187927,0
ORD0145,285,PROD092,2,245331,0
ORD0146,286,PROD084,3,526981,0
ORD0146,287,PROD028,1,380046,0
ORD0146,288,PROD040,2,482131,0
ORD0146,289,PROD001,1,305640,0
ORD0147,290,PROD028,3,380046,0
ORD0147,291,PROD095,3,516935,0
ORD0148,292,PROD030,2,403937,0
ORD0149,293,PROD021,3,422319,0
ORD0150,294,PROD026,3,410531,0
ORD0150,295,PROD002,1,669082,0
ORD0151,296,PROD005,2,551591,0
ORD0152,297,PROD046,3,241318,0
ORD0152,298,PROD042,3,267675,0
ORD0153,299,PROD015,1,141168,0
ORD0153,300,PROD010,3,364274,0
ORD0153,301,PROD057,2,567185,0
ORD0154,302,PROD045,3,507706,0
ORD0155,303,PROD090,1,456834,0
ORD0156,304,PROD100,2,313227,0
ORD0156,305,PROD098,3,349122,0
ORD0156,306,PROD092,2,245331,0
ORD0157,307,PROD002,1,669082,0
ORD0157,308,PROD079,3,375967,0
ORD0157,309,PROD046,1,241318,0
ORD0158,310,PROD093,2,738180,0
ORD0158,311,PROD091,1,514458,0
ORD0158,312,PROD032,1,214534,0
ORD0159,313,PROD092,1,245331,0
ORD0159,314,PROD021,3,422319,0
ORD0159,315,PROD086,2,405046,60756
ORD0160,316,PROD011,2,601091,0
ORD0160,317,PROD068,3,419032,0
ORD0161,318,PROD033,1,203669,0
ORD0161,319,PROD004,1,653272,0
ORD0162,320,PROD023,3,727640,0
ORD0162,321,PROD096,2,507314,0
ORD0163,322,PROD087,1,593122,0
ORD0164,323,PROD084,3,526981,0
ORD0164,324,PROD010,2,364274,0
ORD0164,325,PROD097,1,455047,0
ORD0165,326,PROD081,2,682892,0
ORD0166,327,PROD006,3,310956,0
ORD0166,328,PROD076,1,562046,0
ORD0166,329,PROD059,1,538551,0
ORD0167,330,PROD098,3,349122,0
ORD0167,331,PROD029,3,244617,0
ORD0167,332,PROD030,3,403937,0
ORD0168,333,PROD062,3,510596,0
ORD0168,334,PROD088,1,207113,0
ORD0168,335,PROD011,2,601091,0
ORD0169,336,PROD098,3,349122,0
ORD0169,337,PROD071,1,556501,0
ORD0170,338,PROD062,1,510596,0
ORD0171,339,PROD084,3,526981,0
ORD0171,340,PROD018,3,525077,78761
ORD0171,341,PROD088,1,207113,10355
ORD0171,342,PROD020,2,596446,0
ORD0172,343,PROD027,1,371232,0
ORD0172,344,PROD095,1,516935,0
ORD0173,345,PROD014,3,213273,0
ORD0174,346,PROD027,3,371232,0
ORD0174,347,PROD044,1,627007,0
ORD0174,348,PROD053,3,259815,0
ORD0175,349,PROD094,1,196724,0
ORD0176,350,PROD079,1,375967,0
ORD0177,351,PROD005,2,551591,0
ORD0178,352,PROD075,3,336346,0
ORD0178,353,PROD098,3,349122,52368
ORD0178,354,PROD013,3,653820,0
ORD0178,355,PROD086,2,405046,0
ORD0179,356,PROD052,1,378729,0
ORD0179,357,PROD031,3,580168,0
ORD0180,358,PROD030,1,403937,40393
ORD0181,359,PROD041,2,197248,0
ORD0181,360,PROD037,1,677268,0
ORD0182,361,PROD032,1,214534,0
ORD0182,362,PROD068,2,419032,0
ORD0182,363,PROD017,3,661945,0
ORD0183,364,PROD100,1,313227,0
ORD0184,365,PROD097,1,455047,22752
ORD0185,366,PROD026,2,410531,0
ORD0186,367,PROD050,1,686142,0
ORD0186,368,PROD079,1,375967,37596
ORD0187,369,PROD018,1,525077,0
ORD0187,370,PROD075,2,336346,0
ORD0187,371,PROD021,1,422319,0
ORD0187,372,PROD100,1,313227,0
ORD0188,373,PROD032,3,214534,0
ORD0188,374,PROD055,2,288974,43346
ORD0189,375,PROD041,1,197248,0
ORD0189,376,PROD029,2,244617,0
ORD0190,377,PROD095,3,516935,0
ORD0190,378,PROD005,3,551591,0
ORD0190,379,PROD052,3,378729,0
ORD0191,380,PROD068,2,419032,0
ORD0192,381,PROD081,3,682892,0
ORD0192,382,PROD043,3,319565,0
ORD0192,383,PROD065,2,427073,0
ORD0193,384,PROD043,1,319565,0
ORD0193,385,PROD068,3,419032,0
ORD0194,386,PROD087,1,593122,0
ORD0194,387,PROD068,1,419032,0
ORD0194,388,PROD054,3,422914,0
ORD0194,389,PROD086,1,405046,0
ORD0195,390,PROD008,1,402377,0
ORD0196,391,PROD020,1,596446,0
ORD0196,392,PROD046,1,241318,0
ORD0196,393,PROD044,3,627007,0
ORD0197,394,PROD050,2,686142,102921
ORD0198,395,PROD059,3,538551,0
ORD0198,396,PROD021,3,422319,0
ORD0199,397,PROD012,2,591062,0
ORD0199,398,PROD078,3,559431,0
ORD0200,399,PROD016,2,648858,0
ORD0201,400,PROD017,3,661945,33097
ORD0201,401,PROD089,2,628789,0
ORD0202,402,PROD015,2,141168,21175
ORD0202,403,PROD044,3,627007,0
ORD0203,404,PROD028,2,380046,0
ORD0203,405,PROD060,3,394721,0
ORD0204,406,PROD067,1,301027,0
ORD0205,407,PROD047,1,363651,0
ORD0205,408,PROD032,3,214534,0
ORD0205,409,PROD079,2,375967,0
ORD0206,410,PROD088,3,207113,0
ORD0206,411,PROD005,3,551591,0
ORD0206,412,PROD076,1,562046,0
ORD0206,413,PROD026,1,410531,0
ORD0207,414,PROD099,3,476159,0
ORD0208,415,PROD074,3,590000,0
ORD0209,416,PROD012,2,591062,59106
ORD0210,417,PROD020,1,596446,0
ORD0210,418,PROD037,3,677268,0
ORD0211,419,PROD077,2,248241,0
ORD0211,420,PROD083,2,198041,0
ORD0211,421,PROD095,3,516935,77540
ORD0211,422,PROD027,2,371232,0
ORD0212,423,PROD055,2,288974,0
ORD0212,424,PROD004,1,653272,0
ORD0213,425,PROD033,3,203669,0
ORD0213,426,PROD070,2,187927,18792
ORD0214,427,PROD064,2,318346,0
ORD0214,428,PROD034,3,281060,0
ORD0214,429,PROD099,3,476159,0
ORD0215,430,PROD100,1,313227,0
ORD0215,431,PROD008,1,402377,0
ORD0215,432,PROD012,2,591062,0
ORD0215,433,PROD059,2,538551,0
ORD0216,434,PROD049,3,670612,0
ORD0216,435,PROD010,3,364274,36427
ORD0217,436,PROD077,3,248241,0
ORD0218,437,PROD096,2,507314,0
ORD0219,438,PROD017,1,661945,0
ORD0220,439,PROD019,1,544547,0
ORD0220,440,PROD095,1,516935,0
ORD0221,441,PROD002,1,669082,0
ORD0222,442,PROD008,1,402377,0
ORD0222,443,PROD089,1,628789,0
ORD0222,444,PROD006,3,310956,15547
ORD0222,445,PROD013,1,653820,0
ORD0223,446,PROD095,2,516935,0
ORD0224,447,PROD022,3,643656,0
ORD0224,448,PROD040,1,482131,0
ORD0225,449,PROD021,1,422319,0
ORD0225,450,PROD003,2,651941,0
ORD0226,451,PROD007,3,743757,74375
ORD0226,452,PROD042,2,267675,0
ORD0226,453,PROD047,2,363651,0
ORD0227,454,PROD037,3,677268,0
ORD0228,455,PROD014,3,213273,0
ORD0228,456,PROD085,2,426554,21327
ORD0229,457,PROD014,1,213273,0
ORD0229,458,PROD062,1,510596,0
ORD0229,459,PROD042,1,267675,0
ORD0229,460,PROD010,1,364274,0
ORD0230,461,PROD099,1,476159,0
ORD0230,462,PROD052,1,378729,0
ORD0230,463,PROD022,1,643656,0
ORD0230,464,PROD017,1,661945,0
ORD0231,465,PROD025,3,159213,0
ORD0231,466,PROD032,1,214534,0
ORD0231,467,PROD080,2,703693,0
ORD0232,468,PROD060,3,394721,0
ORD0232,469,PROD079,2,375967,0
ORD0232,470,PROD023,2,727640,0
ORD0232,471,PROD072,1,502195,25109
ORD0233,472,PROD095,2,516935,0
ORD0233,473,PROD049,3,670612,0
ORD0233,474,PROD007,1,743757,0
ORD0234,475,PROD027,2,371232,0
ORD0234,476,PROD082,2,614446,0
ORD0235,477,PROD017,3,661945,0
ORD0235,478,PROD084,2,526981,0
ORD0236,479,PROD055,2,288974,0
ORD0236,480,PROD095,2,516935,0
ORD0236,481,PROD008,2,402377,0
ORD0237,482,PROD080,2,703693,0
ORD0237,483,PROD042,1,267675,0
ORD0237,484,PROD079,1,375967,0
ORD0237,485,PROD059,1,538551,0
ORD0238,486,PROD042,1,267675,26767
ORD0238,487,PROD023,2,727640,109146
ORD0239,488,PROD072,1,502195,0
ORD0239,489,PROD012,1,591062,0
ORD0240,490,PROD012,1,591062,0
ORD0241,491,PROD085,3,426554,0
ORD0241,492,PROD080,1,703693,0
ORD0241,493,PROD018,2,525077,0
ORD0242,494,PROD083,2,198041,0
ORD0242,495,PROD077,2,248241,0
ORD0242,496,PROD087,3,593122,0
ORD0243,497,PROD089,1,628789,0
ORD0244,498,PROD036,2,270818,0
ORD0245,499,PROD083,3,198041,0
ORD0245,500,PROD025,3,159213,0
ORD0246,501,PROD009,3,338351,0
ORD0247,502,PROD095,2,516935,0
ORD0248,503,PROD064,3,318346,0
ORD0248,504,PROD063,2,509938,0
ORD0248,505,PROD041,3,197248,0
ORD0249,506,PROD079,1,375967,0
ORD0250,507,PROD037,3,677268,0
ORD0251,508,PROD067,3,301027,30102
ORD0252,509,PROD018,1,525077,0
ORD0252,510,PROD050,2,686142,0
ORD0252,511,PROD043,3,319565,0
ORD0252,512,PROD061,1,331617,0
ORD0253,513,PROD020,2,596446,0
ORD0254,514,PROD079,2,375967,0
ORD0254,515,PROD018,2,525077,78761
ORD0255,516,PROD038,1,519212,0
ORD0256,517,PROD021,2,422319,0
ORD0257,518,PROD019,2,544547,0
ORD0257,519,PROD010,2,364274,0
ORD0257,520,PROD043,2,319565,0
ORD0258,521,PROD028,2,380046,0
ORD0258,522,PROD078,2,559431,0
ORD0259,523,PROD026,3,410531,0
ORD0259,524,PROD063,2,509938,0
ORD0260,525,PROD029,1,244617,0
ORD0260,526,PROD053,1,259815,0
ORD0261,527,PROD057,1,567185,0
ORD0261,528,PROD093,1,738180,0
ORD0261,529,PROD056,3,301688,0
ORD0262,530,PROD090,2,456834,0
ORD0263,531,PROD058,3,642818,0
ORD0264,532,PROD039,1,369506,0
ORD0264,533,PROD008,1,402377,0
ORD0264,534,PROD056,3,301688,0
ORD0265,535,PROD010,1,364274,0
ORD0265,536,PROD077,1,248241,0
ORD0266,537,PROD003,1,651941,0
ORD0267,538,PROD041,2,197248,0
ORD0268,539,PROD009,3,338351,0
ORD0268,540,PROD065,2,427073,0
ORD0269,541,PROD053,1,259815,0
ORD0270,542,PROD091,3,514458,0
ORD0271,543,PROD077,2,248241,0
ORD0271,544,PROD041,1,197248,19724
ORD0271,545,PROD034,3,281060,0
ORD0272,546,PROD072,1,502195,0
ORD0273,547,PROD037,3,677268,0
ORD0273,548,PROD059,2,538551,80782
ORD0274,549,PROD077,1,248241,0
ORD0274,550,PROD039,3,369506,0
ORD0274,551,PROD001,2,305640,0
ORD0275,552,PROD029,2,244617,0
ORD0275,553,PROD012,3,591062,0
ORD0276,554,PROD095,1,516935,0
ORD0277,555,PROD031,1,580168,0
ORD0277,556,PROD060,1,394721,59208
ORD0278,557,PROD096,2,507314,0
ORD0278,558,PROD099,1,476159,0
ORD0278,559,PROD084,1,526981,0
ORD0278,560,PROD019,3,544547,0
ORD0279,561,PROD071,3,556501,0
ORD0279,562,PROD016,3,648858,0
ORD0279,563,PROD021,2,422319,0
ORD0279,564,PROD012,1,591062,0
ORD0280,565,PROD087,2,593122,29656
ORD0280,566,PROD054,3,422914,42291
ORD0280,567,PROD085,3,426554,0
ORD0281,568,PROD019,2,544547,0
ORD0281,569,PROD084,2,526981,0
ORD0281,570,PROD096,2,507314,76097
ORD0282,571,PROD020,2,596446,0
ORD0282,572,PROD044,1,627007,0
ORD0282,573,PROD069,3,377548,0
ORD0283,574,PROD090,2,456834,45683
ORD0283,575,PROD085,3,426554,0
ORD0283,576,PROD003,2,651941,0
ORD0284,577,PROD092,1,245331,12266
ORD0284,578,PROD035,2,573870,0
ORD0285,579,PROD079,2,375967,0
ORD0285,580,PROD066,2,504106,25205
ORD0285,581,PROD072,1,502195,0
ORD0286,582,PROD027,1,371232,0
ORD0286,583,PROD004,1,653272,0
ORD0286,584,PROD054,3,422914,0
ORD0286,585,PROD090,1,456834,0
ORD0287,586,PROD099,3,476159,0
ORD0288,587,PROD044,1,627007,0
ORD0288,588,PROD078,2,559431,0
ORD0288,589,PROD084,3,526981,0
ORD0289,590,PROD015,1,141168,0
ORD0289,591,PROD077,2,248241,0
ORD0289,592,PROD074,3,590000,0
ORD0290,593,PROD069,3,377548,0
ORD0291,594,PROD081,2,682892,0
ORD0292,595,PROD039,2,369506,0
ORD0293,596,PROD076,1,562046,0
ORD0294,597,PROD084,3,526981,0
ORD0295,598,PROD019,2,544547,0
ORD0295,599,PROD037,1,677268,101590
ORD0295,600,PROD068,1,419032,0
ORD0296,601,PROD065,2,427073,0
ORD0296,602,PROD063,2,509938,0
ORD0297,603,PROD001,2,305640,0
ORD0297,604,PROD083,3,198041,0
ORD0297,605,PROD039,2,369506,0
ORD0298,606,PROD016,1,648858,0
ORD0298,607,PROD073,2,527992,26399
ORD0298,608,PROD022,2,643656,0
ORD0299,609,PROD064,2,318346,0
ORD0299,610,PROD047,3,363651,0
ORD0300,611,PROD024,1,512394,0
ORD0301,612,PROD035,3,573870,0
ORD0302,613,PROD099,2,476159,23807
ORD0302,614,PROD061,2,331617,0
ORD0303,615,PROD012,1,591062,0
ORD0304,616,PROD083,2,198041,0
ORD0305,617,PROD083,3,198041,0
ORD0305,618,PROD084,1,526981,26349
ORD0305,619,PROD042,1,267675,0
ORD0306,620,PROD044,2,627007,0
ORD0306,621,PROD100,3,313227,0
ORD0306,622,PROD020,3,596446,0
ORD0306,623,PROD019,2,544547,0
ORD0307,624,PROD007,3,743757,37187
ORD0308,625,PROD080,1,703693,0
ORD0309,626,PROD049,3,670612,0
ORD0309,627,PROD088,3,207113,0
ORD0310,628,PROD077,2,248241,0
ORD0310,629,PROD076,3,562046,0
ORD0311,630,PROD031,2,580168,0
ORD0312,631,PROD032,1,214534,0
ORD0313,632,PROD063,2,509938,0
ORD0314,633,PROD070,2,187927,0
ORD0314,634,PROD092,1,245331,12266
ORD0315,635,PROD053,2,259815,0
ORD0315,636,PROD011,2,601091,0
ORD0315,637,PROD091,2,514458,0
ORD0316,638,PROD068,3,419032,0
ORD0317,639,PROD047,3,363651,0
ORD0318,640,PROD019,1,544547,0
ORD0319,641,PROD026,1,410531,0
ORD0320,642,PROD033,1,203669,0
ORD0320,643,PROD043,1,319565,31956
ORD0320,644,PROD039,2,369506,0
ORD0320,645,PROD035,3,573870,0
ORD0321,646,PROD003,3,651941,0
ORD0321,647,PROD040,2,482131,24106
ORD0322,648,PROD047,1,363651,0
ORD0322,649,PROD065,2,427073,42707
ORD0323,650,PROD031,3,580168,0
ORD0323,651,PROD039,3,369506,55425
ORD0323,652,PROD046,3,241318,0
ORD0323,653,PROD009,3,338351,0
ORD0324,654,PROD039,2,369506,0
ORD0324,655,PROD038,3,519212,0
ORD0324,656,PROD052,2,378729,0
ORD0324,657,PROD087,1,593122,0
ORD0325,658,PROD027,1,371232,0
ORD0326,659,PROD022,2,643656,0
ORD0327,660,PROD037,1,677268,0
ORD0327,661,PROD072,3,502195,0
ORD0328,662,PROD056,1,301688,0
ORD0328,663,PROD023,3,727640,0
ORD0329,664,PROD006,2,310956,0
ORD0330,665,PROD090,1,456834,0
ORD0330,666,PROD086,1,405046,0
ORD0331,667,PROD026,2,410531,0
ORD0332,668,PROD010,1,364274,0
ORD0332,669,PROD037,1,677268,0
ORD0332,670,PROD057,3,567185,0
ORD0332,671,PROD005,2,551591,55159
ORD0333,672,PROD062,2,510596,0
ORD0333,673,PROD083,3,198041,0
ORD0333,674,PROD019,1,544547,0
ORD0334,675,PROD019,3,544547,0
ORD0334,676,PROD010,3,364274,0
ORD0335,677,PROD043,3,319565,0
ORD0336,678,PROD028,1,380046,0
ORD0336,679,PROD026,3,410531,0
ORD0336,680,PROD066,2,504106,0
ORD0336,681,PROD095,1,516935,0
ORD0337,682,PROD096,2,507314,0
ORD0338,683,PROD038,2,519212,0
ORD0339,684,PROD043,2,319565,0
ORD0340,685,PROD014,3,213273,0
ORD0341,686,PROD073,2,527992,79198
ORD0341,687,PROD005,1,551591,0
ORD0341,688,PROD003,3,651941,0
ORD0342,689,PROD095,3,516935,0
ORD0342,690,PROD081,3,682892,0
ORD0343,691,PROD082,1,614446,30722
ORD0343,692,PROD070,3,187927,0
ORD0343,693,PROD047,1,363651,0
